# datafile_num	half-hour-slot	programme_name
0	35	Naughty Naughty Pets
0	29	Sali Mali
0	41	Life At 1
0	45	Filipino News
0	36	Being Ian
0	17	Timeblazers
0	16	Scope
0	30	Hungarian News
0	25	Business Report
0	34	Australia Wide
0	33	Stateline ACT
0	27	Talking Heads
0	16	German News
0	17	Chilean News
0	12	People Dimensions
0	19	Russian News
0	22	Connie The Cow
0	9	Key of David
0	28	Angelmouse
0	20	For the Juniors
0	43	The Glass House
0	14	Biker Mice from Mars
0	37	Neighbours
0	39	The Great Outdoors
0	33	Seven News
0	18	Le Journal
0	43	Weatherwatch
0	31	German News
0	38	Temptation
0	20	Rubbadubbers
0	33	National Nine Afternoon News
0	31	Hi-5
0	16	Weatherwatch
0	30	The Food Lover's Guide to Australia
0	46	Spanish News
0	11	Words with James Griffin
0	44	Media Watch
0	12	Cantonese News
0	36	Global Village
0	31	Girl Stuff, Boy Stuff
0	24	Animal Jam
0	21	Australians
0	34	Head 2 Head
0	20	Ebb and Flo
0	5	Sending a Message
0	0	Media Watch
0	33	French News
0	20	Jasper the Penguin
0	29	Sali Mali
0	5	Weatherwatch Overnight
0	24	Indonesian News
0	47	Arabic News
0	44	Media Watch
0	1	Midnight Zoo
0	15	Gerald McBoing Boing
0	39	Can We Help?
0	18	The Koala Brothers
0	18	Le Journal
0	22	Cyberchase
0	32	The Shak
0	28	The Garden Gurus
0	24	Landline
0	31	Play School
0	1	Midnight Zoo
0	23	Fourways Farm
0	2	Parliament Question Time
0	14	Planet Cook
0	12	Skyland
0	33	Stateline SA
0	31	People Dimensions
0	30	Children Galore
0	30	Judge Judy
0	47	The Farm
0	4	The Days
0	20	Dave the Barbarian
0	45	The 4400
0	29	Oswald
0	21	Seven Morning News
0	32	Spanish News
0	14	Olliver's Adventures
0	14	Toasted TV
0	41	Indonesian News
0	36	Seven News
0	16	The Adventures of Jimmy Neutron: Boy Genius
0	45	Plumpton High Babies
0	47	Frozen Land
0	15	Australia Wide
0	33	French News
0	18	Thomas the Tank Engine & Friends
0	23	Italian News
0	6	Guthy-Renker Australia
0	35	Bert's Family Feud
0	24	Indonesian News
0	34	Naturally Sadie
0	15	Martin Morning
0	17	Australian Story
0	39	Operatunity Oz
0	15	Toasted TV
0	0	Family Plots
0	23	Fresh Cooking with the Australian Women's Weekly
0	46	Late Night Legends
0	25	Australian Story
0	40	Police Files - Unlocked
0	43	Weatherwatch
0	25	Play School
0	18	Le Journal
0	35	At the Movies
0	41	Celebrity Joker Poker
0	20	Ebb and Flo
0	27	The Country Bears
0	5	Rock Me Baby
0	13	Weatherwatch
0	34	The Food Trail
0	34	Ten News
0	23	Arabic News
0	33	The Journal
0	6	Guthy-Renker Australia
0	12	Cantonese News
0	24	Weatherwatch
0	37	Filipino News
0	18	Mornings with Kerri-Anne
0	30	Wine Lovers' Guide to Australia
0	14	Toasted TV
0	38	Stateline NT
0	15	Yu-Gi-Oh! GX
0	11	Animal Rites
0	30	Judge Judy
0	18	Mornings with Kerri-Anne
0	21	Offsiders
0	29	Dance with Me
0	25	Lovejoy
0	39	The Food Lover's Guide to Australia
0	41	Spicks & Specks
0	46	Psychic Detectives
0	41	Pilot Guides
0	35	The Amazing Adrenalini Brothers
0	45	Ten Late Night News/Sports Tonight
0	36	Time Team
0	17	Lunar Jim
0	28	Parliament Question Time
0	34	Australia Wide
0	23	Arabic News
0	32	Toyota World Sport
0	33	UEFA Champions League
0	22	Stacked
0	35	Airline
0	12	Today
0	38	Toyota World Sport
0	36	National Nine News
0	24	Indonesian News
0	39	Monk
0	34	The Newshour with Jim Lehrer
0	28	The Young and the Restless
0	16	Fifi and the Flowertots
0	26	Molly's Gang
0	18	Bananas in Pyjamas
0	30	Filipino News
0	41	Midsomer Murders
0	18	Bananas in Pyjamas
0	45	German News
0	45	Ten Late Night News/Sports Tonight
0	12	One
0	23	Inuk
0	24	Haunting Sarah
0	14	Toasted TV
0	30	The Food Lover's Guide to Australia
0	30	The New Captain Scarlet
0	14	Italian News
0	47	Ten Late News
0	23	Adventures of Spot
0	12	Chinese News
0	41	S.W.A.T.
0	20	Behind the News
0	24	Queer Eye for the Straight Guy
0	26	Argentinian Rugby Club
0	37	The Einstein Factor
0	15	[HOT] Source
0	20	The Fimbles
0	46	Battlestar Galactica
0	41	House
0	1	Crank Yankers
0	10	Life Today with James Robison
0	37	A Current Affair
0	41	Jericho
0	4	Weatherwatch Overnight
0	16	Toasted TV
0	1	Parliament Question Time
0	31	People Dimensions
0	34	Blue Water High
0	12	Health Dimensions
0	38	Greek News
0	45	Offsiders
0	31	Stateline VIC
0	24	Pitch Black
0	28	Angelmouse
0	13	Mandarin News
0	10	Tomorrow's World
0	2	Chappelle's Show
0	30	Entertainment Tonight
0	17	Gardening Australia
0	44	Japanese News
0	14	Wicked Science
0	21	Greek News
0	19	Tiny Planets
0	28	Blue Heelers
0	47	Nightline
0	36	Delilah & Julius
0	2	Quizmania
0	38	Home and Away
0	37	Gardening Australia
0	20	Jasper the Penguin
0	22	Stacked
0	12	Mandarin News
0	24	Midday Report
0	35	Bert's Family Feud
0	26	Oprah
0	26	The World of Peter Rabbit and Friends
0	4	Home Shopping
0	22	Pinky Dinky Doo
0	4	Baroud
0	44	The New Inventors
0	32	Weatherwatch
0	13	Bernard
0	32	Toyota World Sport
0	8	NBC Today
0	45	Ten Late Night News/Sports Tonight
0	36	Freaky Stories
0	26	The World of Peter Rabbit and Friends
0	34	Antiques Roadshow
0	13	Barney & Friends
0	9	A Cup of Kindness
0	28	Angelmouse
0	42	dig tv presents
0	22	Connie The Cow
0	37	World News Australia
0	21	Filipino News
0	32	Jakers! The Adventures of Piggley Winks
0	24	Speedweek
0	43	World News Australia
0	20	So Fresh
0	15	Toasted TV
0	20	Rubbadubbers
0	39	Mythbusters
0	14	Rage: Guest Programmer
0	15	Girl TV
0	32	Dr. Dog
0	41	Celebrity Survivor
0	40	ABC News Update
0	36	A Gondola on the Murray
0	34	Russian News
0	16	Das Journal
0	28	The Wubbulous World of Dr. Suess
0	26	Days of Our Lives
0	10	Japanese News
0	28	Mandarin News
0	41	Space Race
0	43	Polish News
0	36	The Simpsons
0	36	Seven News
0	34	M*A*S*H
0	12	Girls in Love
0	46	Lateline Business
0	10	Life Today with James Robison
0	18	Bananas in Pyjamas
0	23	Free Ride
0	16	Winx Club
0	12	Us Mob
0	23	Fourways Farm
0	26	Oprah
0	43	Cold Case
0	47	Hajj: The Greatest Trip On Earth
0	22	Ten Morning News
0	28	The Young and the Restless
0	37	Talking Heads
0	36	The Simpsons
0	38	ABC News
0	26	Maltese News
0	45	Lateline
0	33	The Secret Show
0	38	Compass
0	13	Weatherwatch
0	37	Neighbours
0	16	Miss BG
0	41	Out of Time
0	45	Late Night Legends
0	45	JAG
0	9	UEFA Champions League
0	32	Jakers! The Adventures of Piggley Winks
0	21	Zombie Hotel
0	34	Russian News
0	29	Spicks & Specks
0	17	Lunar Jim
0	45	Lateline
0	38	Toyota World Sport
0	23	Adventures of Spot
0	38	Temptation
0	31	The Clap
0	25	Japanese News
0	39	Australia Wide
0	22	According to Jim
0	36	Aussie Animal Rescue
0	15	Toasted TV
0	8	Enjoying Everyday Life
0	45	Family Guy
0	41	bro'Town
0	44	Eros under the Swastika
0	43	RPA
0	16	German News
0	28	Karen Blixen: Out of this World
0	36	Arabic News
0	38	The Pet Show
0	19	Hot Auctions
0	0	Sports Tonight
0	26	This is Daniel Cook
0	22	Pocoyo
0	36	Stateline QLD
0	19	Russian News
0	30	Weatherwatch
0	47	Arabic News
0	14	Time Warp Trio
0	12	Cantonese News
0	27	Cantonese News
0	1	Indonesian News
0	10	Life Today with James Robison
0	24	Midday Report
0	46	Shorts on Screen
0	2	Station Close
0	39	The 7.30 Report
0	47	Sex and the City
0	28	Orphans of the Forest
0	36	The Simpsons
0	13	Yoko! Jakamoko! Toto!
0	21	Batfink
0	36	Seven News
0	42	Catalyst
0	46	Late Night Legends
0	30	Judge Judy
0	29	Lights, Camera, Action, Wiggles!
0	30	Pocoyo
0	28	Blue Heelers
0	24	Running Home
0	34	The Newshour with Jim Lehrer
0	38	ABC News
0	17	Spanish News
0	3	Video Hits Up-Late
0	22	National Nine Morning News
0	32	Toyota World Sport
0	16	Toasted TV
0	28	The Wubbulous World of Dr. Suess
0	14	Time Warp Trio
0	35	Deal Or No Deal
0	20	Staines Down Drains
0	38	Toyota World Sport
0	24	Animal Jam
0	4	The Bernie Mac Show
0	8	Jesse Duplantis Ministries
0	21	Greek News
0	34	The Newshour with Jim Lehrer
0	7	Guthy-Renker Australia
0	38	Futurama
0	28	Ready Steady Cook
0	21	Greek News
0	37	Can We Help?
0	46	Late Night Legends
0	28	Mandarin News
0	36	Seven News
0	14	Wicked Science
0	39	Dancing with the Stars
0	9	The Arthur Askey Show
0	21	Extra French
0	16	Five Minutes More
0	43	Plumpton High Babies
0	6	Guthy-Renker Australia
0	47	The Up-Late Gameshow
0	2	Parliament Question Time
0	18	Raggs
0	10	Japanese News
0	31	Health Dimensions
0	32	It's Academic
0	13	Barney & Friends
0	27	Chinese News
1	28	The Agatha Christie Code
1	29	River Woman
1	30	From Shtetl To Swing: A Musical Odyssey
1	32	Sunday Arts
1	34	Maggie: The First Lady
1	36	At the Movies
1	37	The Einstein Factor
1	39	Operatunity Oz
1	41	Space Race
1	44	Compass
1	45	The Private Life of a Masterpiece
1	47	The Farm
1	1	Order in the House
1	42	Pyramids of Death
1	3	49th Parallel
1	7	Second Opinion
1	38	ABC News
1	9	Just My Luck
1	12	Grizzly Tales for Gruesome Kids
1	12	Black Hole High
1	13	Tutenstein
1	14	Time Warp Trio
1	14	Olliver's Adventures
1	15	Martin Morning
1	15	Gerald McBoing Boing
1	16	Miss BG
1	16	Fifi and the Flowertots
1	16	Five Minutes More
1	17	Play with Me Sesame
1	17	Lunar Jim
1	18	The Koala Brothers
1	19	Play School
1	20	For the Juniors
1	20	Pyramid
1	21	Book Box: Double Act
1	22	Landline
1	24	Midday Report
1	25	Pilot Guides
1	27	Family Story
1	28	Parliament Question Time
1	30	Boohbah
1	31	Play School
1	32	Jakers! The Adventures of Piggley Winks
1	32	Dr. Dog
1	33	The Secret Show
1	33	Tutenstein
1	34	Black Hole High
1	35	Grizzly Tales for Gruesome Kids
1	36	Off The Map
1	37	Talking Heads
1	39	The 7.30 Report
1	40	Australian Story
1	41	Four Corners
1	42	Media Watch
1	43	Enough Rope with Andrew Denton
1	45	Lateline
1	46	Lateline Business
1	47	Netball: International Series 2006
1	2	Parliament Question Time
1	4	Ordinary People
1	6	Bowls: Victorian Grand Prix 2006
1	38	ABC News
1	9	Poet's Pub
1	11	Words with James Griffin
1	12	Girl Stuff, Boy Stuff
1	12	Girls in Love
1	13	Class of the Titans
1	14	Time Warp Trio
1	14	Olliver's Adventures
1	15	Martin Morning
1	15	Gerald McBoing Boing
1	16	Miss BG
1	16	Fifi and the Flowertots
1	16	Five Minutes More
1	17	Play with Me Sesame
1	17	Lunar Jim
1	18	The Koala Brothers
1	19	Play School
1	20	Behind the News
1	20	Our History
1	21	Extra French
1	22	Animals: The Inside Story
1	24	Midday Report
1	25	The New Inventors
1	26	The Einstein Factor
1	27	Catalyst
1	28	Parliament Question Time
1	30	Boohbah
1	31	Play School
1	32	Jakers! The Adventures of Piggley Winks
1	32	Dr. Dog
1	33	The Secret Show
1	34	Uncle Dad
1	34	Naturally Sadie
1	36	Message Stick
1	36	Time Team
1	39	The 7.30 Report
1	40	Two Men In A Tinnie
1	41	The Bill
1	42	Foreign Correspondent
1	44	Artists At Work
1	45	Lateline
1	46	Lateline Business
1	47	Hajj: The Greatest Trip On Earth
1	0	Murder Investigation Team
1	2	Parliament Question Time
1	4	Account Rendered
1	6	Australians At War
1	38	ABC News
1	9	The Arthur Askey Show
1	11	Animal Rites
1	12	Being Ian
1	13	Blue Water High
1	14	Time Warp Trio
1	14	Olliver's Adventures
1	15	Martin Morning
1	15	Gerald McBoing Boing
1	16	Miss BG
1	16	Fifi and the Flowertots
1	16	Five Minutes More
1	17	Lunar Jim
1	18	The Koala Brothers
1	19	Play School
1	20	Count Us In
1	20	Maths 4 Real 2
1	21	Behind the News
1	22	Spy Master
1	24	Midday Report
1	25	National Press Club Address
1	27	Talking Heads
1	28	Parliament Question Time
1	30	Boohbah
1	31	Play School
1	32	Jakers! The Adventures of Piggley Winks
1	32	Dr. Dog
1	33	The Secret Show
1	33	Yakkity Yak
1	34	Blue Water High
1	36	Rick Stein's French Odyssey
1	37	The Cook and the Chef
1	39	The 7.30 Report
1	40	The New Inventors
1	41	Spicks & Specks
1	42	The IT Crowd
1	43	The Glass House
1	44	At the Movies
1	45	Lateline
1	46	Lateline Business
1	47	Four Corners
1	0	Media Watch
1	1	Rough Justice
1	2	Parliament Question Time
1	4	Baroud
1	6	National Press Club Address
1	38	ABC News
1	9	The Perfect Woman
1	12	Skyland
1	13	Zombie Hotel
1	14	Time Warp Trio
1	14	Olliver's Adventures
1	15	Martin Morning
1	15	Gerald McBoing Boing
1	16	Miss BG
1	16	Fifi and the Flowertots
1	16	Five Minutes More
1	17	Lunar Jim
1	18	The Koala Brothers
1	19	Play School
1	20	For the Juniors
1	20	Being Me
1	21	India
1	22	Monarchy
1	24	Midday Report
1	25	Lovejoy
1	27	Strictly Dancing
1	28	Parliament Question Time
1	30	Boohbah
1	31	Play School
1	32	Jakers! The Adventures of Piggley Winks
1	32	Dr. Dog
1	33	The Secret Show
1	33	Atomic Betty
1	34	Avatar: The Last Airbender
1	35	The Amazing Adrenalini Brothers
1	36	Aussie Animal Rescue
1	37	The Pet Show
1	39	The 7.30 Report
1	40	Catalyst
1	41	Life At 1
1	43	Morning Sun
1	45	Lateline
1	46	Lateline Business
1	47	Live at the Basement
1	1	Parliament Question Time
1	3	Top of the Form
1	5	Sending a Message
1	7	Songs of Praise
1	38	ABC News
1	9	A Cup of Kindness
1	11	Words with James Griffin
1	12	Us Mob
1	12	Radio Free Roscoe
1	13	Angela Anaconda
1	14	Time Warp Trio
1	14	Olliver's Adventures
1	15	Martin Morning
1	15	Gerald McBoing Boing
1	16	Miss BG
1	16	Fifi and the Flowertots
1	16	Five Minutes More
1	17	Play with Me Sesame
1	17	Lunar Jim
1	18	The Koala Brothers
1	19	Play School
1	20	Take On Technology
1	20	Behind the News Special
1	21	Food for Thought
1	21	Designers
1	22	British Isles: A Natural History
1	23	British Isles: A Natural History
1	24	Midday Report
1	25	Classic Parkinson
1	27	Grumpy Old Men
1	28	Welcher and Welcher
1	29	Spicks & Specks
1	30	Boohbah
1	31	Play School
1	32	Jakers! The Adventures of Piggley Winks
1	32	Dr. Dog
1	33	The Secret Show
1	33	The Fairly OddParents
1	34	Radio Free Roscoe
1	35	Croc Bites
1	36	Message Stick
1	37	Can We Help?
1	40	Collectors
1	41	Midsomer Murders
1	44	Sensitive Skin
1	45	Lateline
1	46	jtv
1	47	rage
1	38	ABC News
1	39	Stateline VIC
1	10	rage
1	16	Rage: Guest Programmer
1	18	jtv saturday
1	22	Bowls: Tri Series: Men
1	25	Australian Story
1	26	Foreign Correspondent
1	27	Words
1	28	Orphans of the Forest
1	29	The Monkey Puzzle
1	30	Children Galore
1	32	Basketball: Women's National League 2006/07
1	34	Head 2 Head
1	35	Bowls: Victorian Grand Prix 2006
1	37	Gardening Australia
1	39	New Tricks
1	41	The Bill
1	42	The Last Detective
1	45	Changi
1	47	The Glass House
1	24	Stateline VIC
1	38	ABC News
1	0	rage
1	10	rage
1	13	The Fimbles
1	14	I Spy
1	14	Planet Cook
1	15	Old Tom
1	15	King Arthur's Disasters
1	16	Dragon Booster
1	17	Round the Twist
1	18	Insiders
1	20	Inside Business
1	21	Offsiders
1	22	Asia Pacific Focus
1	23	Songs of Praise
1	24	Landline
1	26	Gardening Australia
1	27	Message Stick
1	17	The Wiggles
1	17	The Wiggles
1	0	The Sopranos
1	28	Rock Eisteddfod Challenge 2006
1	32	The Wildlife Man Featuring David Ireland
1	34	Roar of the Wild
1	35	Airline
1	36	National Nine News Sunday
1	37	Backyard Blitz
1	39	60 Minutes
1	41	CSI: NY
1	43	CSI: NY
1	45	Comedy Inc. The Late Shift
1	47	The Apprentice
1	0	Star Trek: Enterprise
1	2	Late Show with David Letterman
1	4	Farscape
1	7	Guthy-Renker Australia
1	8	Guthy-Renker Australia
1	9	Guthy-Renker Australia
1	10	20/20
1	12	Today
1	18	Mornings with Kerri-Anne
1	22	National Nine Morning News
1	23	Fresh Cooking with the Australian Women's Weekly
1	24	Dr. Phil
1	26	Days of Our Lives
1	28	The Young and the Restless
1	30	Entertainment Tonight
1	31	Hi-5
1	32	The Shak
1	33	National Nine Afternoon News
1	34	Antiques Roadshow
1	35	Bert's Family Feud
1	36	National Nine News
1	37	A Current Affair
1	38	Temptation
1	39	What's Good for You
1	41	What a Year
1	43	Cold Case
1	45	Body of Evidence
1	46	Psychic Detectives
1	47	Nightline
1	2	Late Show with David Letterman
1	4	The Bernie Mac Show
1	5	Rock Me Baby
1	6	Guthy-Renker Australia
1	7	Guthy-Renker Australia
1	8	Creflo A. Dollar, Jr
1	9	Good Morning America
1	12	Today
1	18	Mornings with Kerri-Anne
1	22	National Nine Morning News
1	23	Fresh Cooking with the Australian Women's Weekly
1	24	Dr. Phil
1	26	Days of Our Lives
1	28	The Young and the Restless
1	30	Entertainment Tonight
1	31	Hi-5
1	32	The Shak
1	33	National Nine Afternoon News
1	34	Antiques Roadshow
1	35	Bert's Family Feud
1	36	National Nine News
1	37	A Current Affair
1	38	Temptation
1	39	20 to 1
1	41	CSI: Crime Scene Investigation
1	43	The Closer
1	45	Shock Docs
1	47	Nightline
1	0	Quizmania
1	6	Guthy-Renker Australia
1	7	Guthy-Renker Australia
1	8	Creflo A. Dollar, Jr
1	9	Good Morning America
1	12	Today
1	18	Mornings with Kerri-Anne
1	22	National Nine Morning News
1	23	Fresh Cooking with the Australian Women's Weekly
1	24	Dr. Phil
1	26	Days of Our Lives
1	28	The Young and the Restless
1	30	Entertainment Tonight
1	31	Hi-5
1	32	Streetsmartz
1	33	National Nine Afternoon News
1	34	Antiques Roadshow
1	35	Bert's Family Feud
1	36	National Nine News
1	37	A Current Affair
1	38	Temptation
1	39	McLeod's Daughters
1	41	CSI: Miami
1	43	Survivor: Cook Islands
1	47	Nightline
1	0	Quizmania
1	6	Guthy-Renker Australia
1	7	Guthy-Renker Australia
1	8	Creflo A. Dollar, Jr
1	9	Good Morning America
1	12	Today
1	18	Mornings with Kerri-Anne
1	22	National Nine Morning News
1	23	Fresh Cooking with the Australian Women's Weekly
1	24	Dr. Phil
1	26	Days of Our Lives
1	28	The Young and the Restless
1	30	Entertainment Tonight
1	31	Hi-5
1	32	The Shak
1	33	National Nine Afternoon News
1	34	Antiques Roadshow
1	35	Bert's Family Feud
1	36	National Nine News
1	37	A Current Affair
1	38	Temptation
1	39	Getaway
1	41	Big Questions
1	43	RPA
1	44	Amazing Medical Stories
1	46	Missing Persons Unit
1	47	Nightline
1	0	Quizmania
1	6	Guthy-Renker Australia
1	7	Guthy-Renker Australia
1	8	Creflo A. Dollar, Jr
1	9	Good Morning America
1	12	Today
1	18	Mornings with Kerri-Anne
1	22	National Nine Morning News
1	23	Fresh Cooking with the Australian Women's Weekly
1	24	Dr. Phil
1	26	Days of Our Lives
1	28	The Young and the Restless
1	30	Entertainment Tonight
1	31	Hi-5
1	32	The Shak
1	33	National Nine Afternoon News
1	34	Antiques Roadshow
1	35	Bert's Family Feud
1	36	National Nine News
1	37	A Current Affair
1	38	Temptation
1	39	Our Changing Climate - Victorian Special
1	41	S.W.A.T.
1	2	Quizmania
1	8	Creflo A. Dollar, Jr
1	9	Good Morning America
1	12	Thunderbirds
1	13	Barney & Friends
1	14	Dora the Explorer
1	15	The Shapies
1	16	The Shak
1	17	The Batman
1	17	Timeblazers
1	18	The Batman
1	19	The Sleepover Club
1	20	So Fresh
1	23	Backstage Pass
1	24	Speed Machine
1	25	Auntie Mame
1	31	Getaway
1	33	Talk to the Animals
1	34	The Garden Gurus
1	35	Postcards
1	36	National Nine News Saturday
1	37	Australia's Funniest Home Video Show
1	39	Scooby-Doo
1	43	The Whole Nine Yards
1	47	2006 Rugby League Tri-Nations Series
1	3	Quizmania
1	8	Jesse Duplantis Ministries
1	9	Life Today
1	10	Tomorrow's World
1	11	Rise and Shine
1	6	George Lopez
1	46	The Assassin
1	12	Make Way for Noddy
1	12	Little Red Tractor
1	13	Barney & Friends
1	14	Dora the Explorer
1	15	[HOT] Source
1	16	Fishing North Australia
1	17	Business Success
1	18	Sunday
1	22	Talking Real Estate
1	23	NBL on Nine
1	25	Planet X Winter Games 06
1	26	Hamilton Island Race Week
1	45	Comedy Inc. The Late Shift
1	28	The World Game
1	32	UEFA Champions League Magazine
1	33	Euro 2008 Qualifier
1	36	Thalassa
1	37	World News Australia
1	38	Toyota World Sport
1	39	Lost Worlds
1	41	Can Dogs Smell Cancer?
1	43	Augustus
1	46	The Film Biker
1	1	The Storm Rages Twice
1	3	Weatherwatch Overnight
1	10	Japanese News
1	12	WeatherWatch & Music
1	12	Mandarin News
1	13	WeatherWatch & Music
1	14	Italian News
1	16	Das Journal
1	17	Spanish News
1	18	Le Journal
1	19	Russian News
1	21	Greek News
1	23	Arabic News
1	24	Indonesian News
1	25	Polish News
1	26	Argentinian Rugby Club
1	28	Insight
1	30	Wine Lovers' Guide to Australia
1	31	The Future Is Wild
1	32	Toyota World Sport
1	33	The Journal
1	34	She'll Be Right Boss
1	35	Living Black
1	36	Global Village
1	37	World News Australia
1	38	Toyota World Sport
1	39	Mythbusters
1	41	bro'Town
1	42	South Park
1	43	World News Australia
1	44	Oz
1	46	Stealing Rembrandt
1	1	The Nanny (Dadi)
1	2	Train of Life
1	5	Weatherwatch Overnight
1	10	Japanese News
1	12	Chinese News
1	12	Mandarin News
1	13	WeatherWatch & Music
1	14	Italian News
1	16	Das Journal
1	17	Spanish News
1	18	Le Journal
1	19	Russian News
1	21	Greek News
1	23	Arabic News
1	24	Indonesian News
1	25	Business Report
1	26	Metamorphosis
1	29	Tales from a Suitcase
1	30	Food Lovers' Guide to Australia
1	31	Living Black
1	32	Toyota World Sport
1	33	The Journal
1	34	The Newshour with Jim Lehrer
1	36	Global Village
1	37	World News Australia
1	38	Toyota World Sport
1	39	Insight
1	41	Cutting Edge
1	43	World News Australia
1	44	How Vietnam Was Lost
1	46	The Marriage Certificate
1	2	2LDK
1	4	Weatherwatch Overnight
1	9	UEFA Champions League
1	13	Mandarin News
1	14	Italian News
1	16	Das Journal
1	17	Spanish News
1	18	Le Journal
1	19	Russian News
1	21	Greek News
1	23	Arabic News
1	24	Indonesian News
1	25	Business Report
1	26	Japanese News
1	27	Chinese News
1	28	The Price of Victory
1	30	Food Lovers' Guide to Australia
1	31	Simply Ming
1	32	Toyota World Sport
1	33	The Journal
1	34	The Newshour with Jim Lehrer
1	36	Living Black
1	37	World News Australia
1	38	Toyota World Sport
1	39	Food Lovers' Guide to Australia
1	40	The Two of Us
1	41	Dateline
1	43	World News Australia
1	44	Behind the Sun
1	47	A Kind of America
1	3	The Crime of Crimes
1	4	Weatherwatch Overnight
1	9	UEFA Champions League
1	13	Mandarin News
1	14	Italian News
1	16	Das Journal
1	17	Spanish News
1	18	Le Journal
1	19	Russian News
1	21	Greek News
1	23	Arabic News
1	24	Indonesian News
1	25	Business Report
1	26	Dateline
1	28	Japanese News
1	29	Chinese News
1	30	A Fork in the Road
1	31	School Torque
1	32	Toyota World Sport
1	33	The Journal
1	34	The Newshour with Jim Lehrer
1	36	Global Village
1	37	World News Australia
1	38	Toyota World Sport
1	39	Inspector Rex
1	40	Hotline
1	41	Storyline Australia
1	43	World News Australia
1	44	VH1's ILL-ustrated
1	45	UEFA Champions League Highlights
1	47	Frozen Land
1	3	Weatherwatch Overnight
1	10	Japanese News
1	12	Chinese News
1	12	Mandarin News
1	13	WeatherWatch & Music
1	14	Italian News
1	16	Das Journal
1	17	Spanish News
1	18	Le Journal
1	19	Russian News
1	21	Greek News
1	23	Arabic News
1	24	Indonesian News
1	25	Business Report
1	26	Insight
1	28	In Satmar Custody
1	31	Elizabeth Chong's Tiny Delights
1	32	Toyota World Sport
1	33	The Journal
1	34	The Newshour with Jim Lehrer
1	36	Global Village
1	37	World News Australia
1	38	Toyota World Sport
1	40	Feast Bazaar
1	39	Tales from the Palaces
1	41	Bronski & Bernstein
1	43	World News Australia
1	44	Eros under the Swastika
1	45	Sex and Lucia
1	21	Greek News
1	1	Domenica
1	5	Weatherwatch Overnight
1	10	Japanese News
1	12	Chinese News
1	12	Mandarin News
1	13	WeatherWatch & Music
1	14	Italian News
1	16	Das Journal
1	17	Spanish News
1	18	Le Journal
1	19	Russian News
1	23	Arabic News
1	24	Indonesian News
1	25	Business Report
1	26	The Trojans
1	29	Berlioz's Trip
1	31	The Clap
1	32	Lang Lang: Pianist from the Middle Kingdom
1	33	The Journal
1	34	The Newshour with Jim Lehrer
1	36	Classical Destinations
1	37	World News Australia
1	38	Toyota World Sport
1	39	As It Happened
1	41	Iron Chef
1	42	RocKwiz By Request
1	43	Malena
1	46	Shorts on Screen
1	0	When Sex Goes Wrong
1	1	Crank Yankers
1	2	Chappelle's Show
1	3	Weatherwatch Overnight
1	13	Filipino News
1	14	Hungarian News
1	15	Italian News Weekly
1	16	Korean News
1	17	Latin American News
1	18	Maltese News
1	19	Polish News
1	20	Ukrainian News
1	21	2006 FIVB World Grand Prix
1	23	Paris-Tours 2006
1	24	Speedweek
1	27	Get a Clue
1	35	Coxy's Big Break
1	36	Seven News
1	37	The Real Seachange
1	38	Medical Emergency
1	39	Good as Gold!
1	6	Guthy-Renker Australia
1	8	NBC Today
1	10	NBC Meet the Press
1	12	Sunrise
1	18	Raggs
1	19	Hot Auctions
1	20	Sons and Daughters
1	21	Seven Morning News
1	22	Rodney
1	23	Free Ride
1	24	Haunting Sarah
1	28	Blue Heelers
1	30	Rafferty's Rules
1	32	It's Academic
1	33	Seven News
1	34	M*A*S*H
1	35	Deal Or No Deal
1	36	Seven News
1	37	Today Tonight
1	38	Home and Away
1	39	The Great Outdoors
1	41	Grey's Anatomy
1	43	Criminal Minds
1	45	Boston Legal
1	47	Jake in Progress
1	0	Less Than Perfect
1	1	Midnight Zoo
1	4	Passions
1	6	Guthy-Renker Australia
1	8	NBC Today
1	12	Sunrise
1	18	Raggs
1	19	Hot Auctions
1	20	Sons and Daughters
1	21	Seven Morning News
1	22	Rodney
1	23	Free Ride
1	24	Man of Miracles
1	28	Blue Heelers
1	30	Rafferty's Rules
1	32	It's Academic
1	33	Seven News
1	34	M*A*S*H
1	35	Deal Or No Deal
1	36	Seven News
1	37	Today Tonight
1	38	Home and Away
1	39	Dancing with the Stars
1	43	All Saints
1	45	Crossing Jordan
1	47	Criss Angel Mindfreak
1	0	Family Plots
1	1	Midnight Zoo
1	4	Passions
1	6	Guthy-Renker Australia
1	8	NBC Today
1	12	Sunrise
1	18	Raggs
1	19	Hot Auctions
1	20	Sons and Daughters
1	21	Seven Morning News
1	22	Stacked
1	23	Free Ride
1	24	Running Home
1	28	Blue Heelers
1	30	Rafferty's Rules
1	32	It's Academic
1	33	Seven News
1	34	M*A*S*H
1	35	Deal Or No Deal
1	36	Seven News
1	37	Today Tonight
1	38	Home and Away
1	39	The Force - Behind The Line
1	40	Police Files - Unlocked
1	41	Forensic Investigators - Australia's True Crimes
1	43	The Unit
1	45	JAG
1	47	The First 48
1	1	Midnight Zoo
1	4	Passions
1	6	Guthy-Renker Australia
1	8	NBC Today
1	12	Sunrise
1	18	Raggs
1	19	Hot Auctions
1	20	Sons and Daughters
1	21	Seven Morning News
1	22	Stacked
1	23	Free Ride
