#
# icon/channel logos for shepherd's logo logic
#

#
# THEME : theme name : theme description : preview (user) URL
#

THEME	standard	Standard Free-to-air logos	http://svn.whuffy.com/index.fcgi/wiki/channel_icons
ICON	TEN HD	frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/ten-hd.png
ICON	TEN HD	frogman_blue	http://ash.ms/projects/channels/download/icons-frogman-blue/png/ten-hd.png
ICON	TEN HD	frogman_green	http://ash.ms/projects/channels/download/icons-frogman-green/png/ten-hd.png
ICON	TEN HD	frogman_hybrid	http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/ten-hd.png
ICON	TEN HD	t8_blue		http://ash.ms/projects/channels/download/icons-t8-blue/png/ten-hd.png
ICON	TEN HD	t8_hybrid	http://ash.ms/projects/channels/download/icons-t8-hybrid/png/ten-hd.png
ICON    10 HD    schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/10HD.png

#ICON	One HD	standard	http://imagestore.ugbox.net/thumb/ten_953df6f5ce62f91c0068d5a3512f.jpg
ICON	One HD	lyngsat		http://www.lyngsat-logo.com/logo/tv/oo/one_hd.jpg
#ICON	One HD	tatey_blue	http://tatey.com/images/au_network_logos/one-hd.png
ICON	One HD	frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/one-hd.png
ICON	One HD	frogman_blue	http://ash.ms/projects/channels/download/icons-frogman-blue/png/one-hd.png
ICON	One HD	frogman_green	http://ash.ms/projects/channels/download/icons-frogman-green/png/one-hd.png
ICON	One HD	frogman_hybrid	http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/one-hd.png
ICON	One HD	t8_blue		http://ash.ms/projects/channels/download/icons-t8-blue/png/one-hd.png
ICON	One HD	t8_hybrid	http://ash.ms/projects/channels/download/icons-t8-hybrid/png/one-hd.png
ICON	One HD	yourtv		http://contentserver.com.au/assets/270219_one-hd.gif

#ICON	One Digital	standard	http://imagestore.ugbox.net/thumb/ten_953df6f5ce62f91c0068d5a3512f.jpg
#ICON	One Digital	lyngsat		http://www.lyngsat-logo.com/logo/tv/oo/one.jpg
#ICON	One Digital	tatey_blue	http://tatey.com/images/au_network_logos/one.png
ICON	One Digital	frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/one.png
ICON	One Digital	frogman_blue	http://ash.ms/projects/channels/download/icons-frogman-blue/png/one.png
ICON	One Digital	frogman_green	http://ash.ms/projects/channels/download/icons-frogman-green/png/one.png
ICON	One Digital	frogman_hybrid	http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/one.png
ICON	One Digital	t8_blue		http://ash.ms/projects/channels/download/icons-t8-blue/png/one.png
ICON	One Digital	t8_hybrid	http://ash.ms/projects/channels/download/icons-t8-hybrid/png/one.png
ICON	One Digital	yourtv		http://contentserver.com.au/assets/270220_one.gif

ICON    ONE schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/ONE.png

ICON    10 Boss schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/10Boss.png

ICON    ELEVEN schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/ELEVEN.png

ICON    10 Peach schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/10Peach.png

ICON	SBS ONE		standard	http://img196.imageshack.us/img196/7526/sbs861c4b17d8fc1856b814.png
ICON	SBS ONE		lyngsat		http://www.lyngsat-logo.com/logo/tv/ss/sbs.jpg
